name,trial,channel,pce,jsc,voc,ff
16,c,c,6.682,11.993,0.83,0.649
16,c,d,1.349,2.194,0.83,0.716
16,c,e,0.457,1.416,0.38,0.821
16,c,f,1.052,1.787,0.83,0.686
16,d,a,4.918,11.735,0.82,0.494
16,d,b,5.887,12.668,0.83,0.542
16,d,c,5.881,11.759,0.83,0.583
16,d,d,0.02,2.732,0.03,0.234
16,d,e,6.25,12.013,0.83,0.606
16,d,f,6.317,12.116,0.82,0.615
19,a,a,4.816,10.512,0.81,0.547
19,a,b,5.17,11.888,0.77,0.546
19,a,c,5.851,11.462,0.78,0.633
19,a,d,6.59,13.622,0.79,0.592
19,a,e,1.795,3.225,0.78,0.69
19,a,f,6.17,13.404,0.77,0.578
19,b,a,4.167,12.273,0.64,0.513
19,b,b,4.039,12.324,0.61,0.52
19,b,c,3.839,11.78,0.57,0.553
19,b,d,3.402,10.088,0.64,0.51
19,b,e,3.656,10.822,0.62,0.527
19,b,f,3.469,10.714,0.59,0.531
19,c,a,4.739,12.761,0.8,0.449
19,c,b,7.123,15.592,0.81,0.545
19,c,c,7.799,15.631,0.81,0.596
19,c,d,5.602,12.566,0.81,0.532
19,c,e,6.082,13.198,0.79,0.564
19,c,f,5.846,12.515,0.8,0.565
22,a,a,9.61,22.107,0.79,0.532
22,a,b,11.082,22.565,0.79,0.601
22,a,c,12.143,22.565,0.8,0.651
22,a,d,8.996,19.473,0.8,0.559
22,a,e,9.243,19.767,0.79,0.572
22,a,f,10.344,19.91,0.79,0.636
22,b,a,9.735,22.572,0.81,0.515
22,b,b,9.552,23.984,0.79,0.488
22,b,c,11.935,24.082,0.8,0.599
22,b,d,9.251,19.957,0.8,0.56
22,b,e,8.415,20.248,0.79,0.509
22,b,f,10.178,19.717,0.8,0.624
22,c,a,9.92,22.851,0.81,0.518
22,c,b,11.281,24.352,0.8,0.56
22,c,c,12.193,24.56,0.8,0.6
22,c,d,9.578,22.912,0.8,0.505
22,c,e,10.459,23.385,0.8,0.541
22,c,f,11.431,22.824,0.8,0.606
25,a,a,7.944,21.523,0.76,0.47
25,a,b,8.558,21.933,0.75,0.503
25,a,c,8.963,21.272,0.74,0.551
25,a,d,8.712,21.818,0.76,0.508
25,a,e,2.161,4.206,0.73,0.681
25,a,f,6.542,20.356,0.7,0.444
25,b,a,9.716,22.255,0.79,0.535
25,b,b,9.681,21.977,0.78,0.546
25,b,c,10.456,21.537,0.79,0.594
25,b,d,8.449,19.979,0.79,0.518
25,b,e,9.0,20.191,0.78,0.553
25,b,f,9.934,20.573,0.78,0.599
25,c,a,8.736,22.301,0.78,0.486
25,c,b,2.534,19.727,0.4,0.31
25,c,c,10.451,22.019,0.78,0.589
25,c,d,8.137,19.104,0.76,0.542
25,c,e,7.385,18.604,0.75,0.512
25,c,f,9.863,19.839,0.79,0.609
4,a,a,9.947,21.426,0.79,0.568
4,a,b,10.588,22.327,0.77,0.596
4,a,c,11.779,22.204,0.78,0.658
4,a,d,8.253,17.302,0.8,0.577
4,a,e,8.985,19.491,0.77,0.579
4,a,f,9.329,19.263,0.76,0.616
4,b,a,9.371,19.129,0.81,0.585
4,b,b,8.423,17.083,0.76,0.628
4,b,c,9.38,19.326,0.77,0.61
4,b,d,8.567,19.011,0.8,0.545
4,b,e,9.983,21.247,0.78,0.583
4,b,f,10.421,21.514,0.76,0.616
4,c,a,8.914,18.767,0.81,0.567
4,c,b,10.346,20.466,0.8,0.611
4,c,c,11.265,20.926,0.8,0.651
4,c,d,9.367,19.444,0.8,0.582
4,c,e,1.997,3.241,0.8,0.745
4,c,f,10.182,18.682,0.8,0.659
4,d,a,9.334,19.837,0.81,0.562
4,d,b,9.821,20.144,0.8,0.589
4,d,c,10.484,20.488,0.8,0.619
4,d,d,1.963,3.496,0.8,0.679
4,d,e,0.391,0.872,0.8,0.542
4,d,f,2.488,4.382,0.79,0.695
7,a,a,7.601,16.85,0.8,0.545
7,a,b,10.088,21.214,0.79,0.582
7,a,c,11.465,21.457,0.8,0.646
7,a,d,8.745,19.839,0.8,0.533
7,a,e,8.804,20.229,0.78,0.54
7,a,f,9.687,20.232,0.79,0.586
7,b,a,8.37,19.139,0.79,0.535
7,b,b,9.458,19.707,0.8,0.58
7,b,c,9.848,20.05,0.79,0.601
7,b,d,9.57,24.536,0.78,0.484
7,b,e,10.609,23.078,0.79,0.563
7,b,f,10.953,21.814,0.79,0.615
7,c,a,9.558,20.883,0.8,0.553
7,c,b,10.267,21.609,0.79,0.582
7,c,c,10.868,21.949,0.79,0.606
7,c,d,9.194,20.507,0.79,0.549
7,c,e,0.664,1.355,0.79,0.601
7,c,f,10.448,20.562,0.79,0.622
7,d,a,10.927,24.771,0.8,0.533
7,d,b,11.338,24.216,0.79,0.573
7,d,c,12.526,24.241,0.79,0.633
7,d,d,9.129,20.51,0.8,0.538
7,d,e,9.602,20.342,0.79,0.578
7,d,f,9.657,20.228,0.78,0.592
